Gene_name,GSM4089641,GSM4089642,GSM4089643,GSM4089647,GSM4089648,GSM4089649
SLC4A1,3.964980768,4.107579077,4.50438522,3.233185557,2.347336832,3.582893154
CREG2,0.275865255,2.415672145,1.65386715,0.659741927,-0.937568778,-0.524356829
RXFP1,2.976984942,4.017752693,3.082629363,2.945794957,2.101888713,2.249772982
SPEF2,4.460047911,4.609152138,4.798180154,5.3829819,5.126113854,5.558821704
CEP170 /// CEP170P1,0.376790461,1.279227607,2.178810233,1.022850702,-0.386451374,2.499381599
DTD1,5.288148123,5.759760382,6.013221046,1.46490347,3.476005734,3.746173005
CASC4,1.421737662,2.928607199,2.750893729,4.333538229,3.228189153,4.534198592
FGF1,5.674471951,6.019415037,6.152461302,4.599335649,3.69100925,3.3856105
ARPP21,2.944013191,2.87050479,3.41516373,-3.065581631,0.905266169,1.629967377
RHOXF1,4.540529496,5.270233646,4.983914781,3.72955277,2.878221144,2.595689833
ADAMTS17,4.56716209,1.250518998,4.194221037,2.102315472,3.464629063,2.951729521
ADAMTS17,5.13320182,5.657871481,4.314363,3.173378524,0.415758667,3.248387584
ADAMTS17,6.251997381,7.08827943,6.989661299,4.690830512,4.105937833,4.141710709
SNHG7 /// SNORA17 /// SNORA43,5.633925199,5.417835641,5.776451457,5.653550198,6.297730675,6.60220743
DHH,5.156412797,4.726896594,4.959631071,3.285021889,3.618931641,4.139551352
ABRA,4.995873406,1.415569395,3.855521343,-1.189249264,-0.221497026,-0.918098676
ABRA,2.159816453,0.266504719,2.949639513,2.464482691,-4.147414293,0.280493152
KLHDC1,7.393321807,8.240891483,7.466708681,7.049500083,5.690355632,4.842395604
RICTOR,4.499106017,4.46211123,5.282799322,3.290655889,3.967122485,4.269093008
PCDHGA4,5.484553861,5.907037262,5.25360737,5.872959236,4.512827358,3.223207829
NETO1,2.291848112,4.444739942,1.872907539,-0.21640254,2.870644846,3.909936274
WWP2,-0.083549343,2.157978248,0.514187922,-0.444843513,1.019146788,0.590942085
ST7L,4.133390905,2.850841419,4.490769065,4.136421097,4.181221843,4.566017495
ST7L,4.722766555,4.501044181,4.868390453,5.156303573,5.100721202,4.635934282
C2orf15,1.314487719,0.024943719,-1.295510445,-0.753762188,1.79274293,2.397143059
KCNH8,-1.25443393,0.699755941,3.563512048,1.778868784,-0.646188929,2.136496565
MCF2L,2.912525324,2.899295528,4.694596082,2.688831607,1.053959322,2.00849406
SLCO6A1,1.270235889,0.579711163,2.509807301,-0.008888357,2.768436311,3.093778186
PP2D1,3.48278376,4.370471204,3.89569039,1.111198281,2.820556822,1.428624817
KLC3,2.546827801,3.199981657,3.921864734,3.129588012,2.826735581,4.140950395
CIB3,0.040148979,1.11930305,3.360209744,-1.156176911,0.37233924,1.724907795
CIB3,5.152487667,3.453570255,5.798366815,3.351077037,3.537942091,4.630859737
CADM2,3.901214462,4.818369991,4.393175914,4.174422399,3.482590175,3.766171089
CADM2,0.608733558,4.222271333,4.540876612,0.445641961,1.833286827,1.956205376
C9orf66,0.505911249,1.200567127,0.282463528,1.040829322,-1.793586825,-0.326572022
C9orf66,1.051866258,0.213054824,2.520882329,2.753655877,0.51369286,0.514622224
HDAC9,0.770440047,3.824900204,2.16849763,3.004659586,0.224916988,3.109646395
HDAC9,-1.057082441,0.497351776,1.356104361,3.369466484,-1.745744601,-0.229521048
SLC16A11,3.477159211,3.092154994,5.13033786,2.921558201,3.032270147,1.514475788
TMEM67,2.325475645,0.722710825,0.008070901,-0.897344556,0.817975191,-0.181604238
TMEM67,-0.673011736,3.673432048,4.186373777,3.327328083,3.133349802,2.724837963
HS6ST2,0.01675303,0.65994282,3.80503444,1.736388401,-0.408860618,-0.899272576
HS6ST2,3.656061552,4.391575274,4.487949337,3.714784023,3.17158635,2.896211776
CAMKK1,1.594166328,2.022974949,2.567628191,1.46571332,0.20759304,1.008859741
ZNF625,2.866233442,4.626333997,4.758473749,3.685345909,3.472214803,4.178929715
ZNF563,2.958903907,4.99138579,4.955057017,1.716854847,3.187405128,3.639440563
LIN9,1.287271332,2.173968494,1.783356071,0.675463681,0.555551146,0.490734414
CLEC4D,2.637485051,4.112491636,4.553102417,0.697168864,2.453275244,-0.650897466
CLEC4D,4.049953073,4.923363144,5.266051891,2.843953704,3.694077854,2.84875212
SLC25A27,0.738067392,1.891489181,4.638757362,3.953991526,-0.705678628,3.2319423
GPRC6A,3.981286421,2.624851883,2.307775313,0.566084491,0.74315301,1.583663491
RAET1E,2.3335783,3.410327535,4.671163139,2.678817856,4.242038426,4.017592366
SLC44A5,3.515132109,4.236592111,4.223098139,-0.679751025,1.796473164,0.584741271
SLC44A5,5.345584436,5.508948335,5.443069519,-2.536678877,3.661498793,3.594644089
ZNF417,-0.584241333,3.026683223,1.637127954,2.260724245,1.634523571,-2.435190673
ZNF781,4.01799315,3.641095116,5.090726427,-1.668079284,2.224253328,2.388558776
HELB,3.190314597,3.443407737,3.760934132,3.075671246,2.141697631,3.677598443
HELB,3.563707275,2.612588407,3.821526551,4.14860877,3.596803982,4.082651501
SEC62,5.05744594,4.551282214,5.213561143,4.986979709,4.962322283,3.722597173
SEC62,7.342563634,7.663864044,7.372438499,7.413611006,6.965137812,7.141606496
TRDN,3.1278396,3.743137927,3.12886911,2.282276696,2.771509542,2.767921704
SOCS4,6.050771579,6.035315985,4.280043209,5.784551095,6.459974167,6.950911606
C8orf31,1.921912326,0.835762419,4.486173744,3.101697134,3.894012539,4.168914761
ZNF547,3.593568904,2.780501186,3.671078198,3.174294553,3.883513294,2.911168091
SIM1,1.313988779,4.479334051,4.429368241,3.426318435,0.23142012,3.191752134
PROM2,4.58044099,3.163518054,3.137646147,4.332851122,3.218889637,-0.276603956
TLR4,5.990573721,5.782956287,6.301044339,5.605144641,5.437507407,5.420586824
TSNARE1,1.04546394,1.637730794,2.775440406,2.503308024,2.498141065,2.767843332
ABHD11,5.866121648,6.072466,6.456226261,4.926198724,3.554146767,3.024567909
CAPN13,0.466569698,0.310037588,0.152845381,0.116551071,-1.414391317,-0.711639075
STMN1,0.897635418,1.413106603,3.704683871,2.452482102,1.733853232,0.815099917
TIRAP,4.090142067,4.816236171,4.08280476,3.500011668,3.204633741,4.249339145
SIGLEC10,4.286888539,1.997895738,1.439575269,-0.312905261,0.731409188,3.482319112
SIGLEC10,2.651198681,3.426694144,3.260365959,0.56689307,3.391011536,1.33283394
ADAMTSL1,3.012913663,2.914796025,3.838467763,2.800131638,0.497443754,3.989892864
RFX4,3.684257705,4.224773478,4.433213192,2.282288559,2.443391822,3.533712843
WFIKKN1,3.887330299,5.384519574,6.067778523,3.427069755,1.791259803,4.118617208
SENP1,2.2605135,2.428442586,2.900691018,3.955433705,3.495477719,4.075601085
KLF14,4.723012396,5.144845832,3.327615515,3.850189339,3.739124414,4.007975853
KLF14,3.323052958,2.66985449,4.611024797,0.892515374,0.07982523,1.964727614
NXNL2,2.112906932,2.981507461,3.064422454,2.725841476,3.209975761,2.527605865
BRS3,3.012881492,2.482587594,0.028668157,-0.872942593,-2.048847914,-1.003423245
LINC00205 /// LOC102723489 /// LOC102725097,3.99304027,4.816476832,4.782230314,3.848077054,3.87060145,1.938850337
TMX3,3.725653916,3.218286755,3.137434666,3.053955848,1.999772758,2.738629504
ZNF396,4.727659113,5.442153943,4.648833548,4.590128907,3.603845885,3.683584178
SLC26A7,3.715355279,-0.367551226,3.192847492,0.942525765,2.328509064,1.563397339
SLC26A7,1.199901588,0.461256129,3.856338373,3.288176922,2.917343912,1.212662714
SNX18,0.963059752,1.64332518,4.103027575,1.238682933,3.456753591,3.484821283
,5.659396577,6.320428717,6.083987705,5.240451722,3.382335243,4.99871904
FBXO39,3.587376993,3.614085523,3.45362293,3.841892632,1.234078199,3.490852481
B3GNT6,3.609353107,2.033296127,4.405754159,3.386231545,1.895298743,1.517008549
B3GNT6,4.321783818,5.370673459,3.425768114,3.887866408,3.963057902,4.21817669
DENND1B,4.674669674,1.953514825,4.226500823,3.403267722,0.965987402,2.928326734
ZNF619,4.505154154,4.75044036,5.437287672,3.449363279,4.156016314,4.442120759
ICK,3.112254747,2.463491677,-2.664059471,0.283625501,0.257095125,2.363255197
FAM71D,3.68250588,2.987893828,4.493455201,2.634047218,2.365460187,2.023706013
BCL2L14,1.92921532,2.679883153,1.086111167,2.765339545,1.954546238,0.474441235
HS6ST3,0.17280751,1.301570088,1.499113673,-0.058968831,2.656647382,1.107647701
SLC26A1,0.910387295,1.449260259,1.277722956,2.693948546,-0.049948217,-1.230861324
CLDN15,5.171034648,4.133029156,3.115096518,4.659696266,4.056444801,3.791418187
RAB42,5.624565922,5.791985934,6.270016807,4.755736839,4.229172588,4.696361119
PTCHD1,7.194569735,7.423712619,7.283051301,3.995104574,3.655660944,3.557777671
M1AP,0.534420239,-0.971510057,0.538756662,-1.493223406,-0.317611883,-1.169744676
ZSCAN4,1.874368126,4.185795201,4.133473108,-0.288589675,1.669208225,1.926139885
ZSCAN4,2.381006437,-0.156865144,4.177575012,1.491878744,2.605944661,-1.003070435
VWA5B1,2.78512155,3.427123406,3.910675106,0.695913661,2.255382896,-0.063419723
VWA5B1,0.957186569,1.839532358,1.461030812,0.099429872,-0.674915282,-0.055550813
LINC00311,3.555644395,3.377998265,2.54680805,1.037972534,1.595508434,3.294651624
HTR6,2.012829658,2.407660022,2.478663825,0.021863447,0.801332514,0.115193089
MAGEB6,2.298215469,-0.412777125,3.169695755,-1.023692093,1.945510322,0.749079398
LOC101060464 /// LOC101929858 /// LOC101930165 /// LOC101930171 /// TCEB3C /// TCEB3CL /// TCEB3CL2,-0.218302893,1.153124353,-0.101955762,0.156111803,-0.178320802,2.681287333
RUSC1-AS1,4.051754913,2.297344044,2.247745267,3.677970462,1.357692748,0.889419027
CACNG6,7.425971153,6.249945874,7.91617207,5.195481467,5.216974731,6.244810966
LMNTD1,4.494428412,4.235573899,4.559705938,3.627361699,3.204746409,4.003422338
,4.05338942,4.026330886,4.750660096,1.831856978,2.364381928,3.233759242
CIRBP-AS1,5.102527964,5.827252503,5.991939005,4.792355631,1.909972745,5.476809377
AXDND1,2.949564814,1.949908398,3.202093255,-0.13684494,1.393668801,1.489363101
ASMTL-AS1,1.67660141,2.927122765,1.555742546,0.276270343,0.797494488,1.041579432
ASMTL-AS1,4.118201891,4.17516528,2.289002242,4.112208031,3.957050951,4.30311586
CD200R1,2.834616165,0.691203602,1.690578007,0.091896129,-1.534880177,-1.024904
LINC00334,4.353273883,4.483783538,4.808652764,3.424962386,2.756461852,2.787781394
LINC00334,3.713013892,1.122487194,5.061370112,3.773405627,3.218009251,3.590015098
ATOH7,1.020349292,1.803611428,-1.104908369,2.259504505,0.785525443,1.74755497
ATOH7,3.354254672,4.998592686,5.333416577,4.225089799,2.280424853,1.623328442
SEC16B,3.045149369,1.865495245,3.886394066,3.449970685,0.041733611,0.495070883
AMER1,4.628131996,4.799206489,2.716459797,3.509480498,2.834009314,3.299184569
NKX6-3,3.24903265,3.314700875,2.795775258,3.051013559,3.983714172,3.969601794
NKX6-3,3.457712476,4.288831015,4.179853371,2.59273927,2.991976181,2.558468471
TBATA,3.720026683,5.4037858,5.375282757,1.62064271,3.617380772,1.721853842
EXOC3L2,5.803239954,5.736631932,4.804430503,5.258277702,4.121164638,5.682135029
CABP4,2.097027533,2.611946647,1.775421442,0.450601589,0.509422223,2.155791321
TNFRSF13C,1.671442843,4.222704113,1.911185352,3.443924858,1.280320913,1.751052321
CAMK2N2,5.409777866,5.112695963,6.177778298,3.969703088,4.25409512,4.499998916
ANKRD30BP2,0.627317336,3.249509055,3.845991771,1.939828359,2.49715758,2.602062492
KCNG3,2.738566818,3.678286039,0.922745892,2.883900336,-0.269684374,3.000942854
KCNG3,3.18653542,2.8601762,4.093940405,1.159332092,-0.695201616,1.120106383
LINC01312,4.544139137,4.117188016,4.430700089,3.080519526,1.612229811,3.637981131
LINC01312,1.981264498,2.691156692,4.293171813,2.207543065,2.496201552,2.046431689
FOXP2,3.557164984,1.845514137,3.515649382,-0.248229519,-0.433666068,1.195133383
B4GALNT2,5.199511382,4.605215772,3.93125756,3.361656083,3.569709813,3.21114929
NETO1,0.479551354,-2.551817933,-2.039375607,-3.518243106,1.736600546,2.856248722
FMR1NB,2.901938471,3.013890985,4.110997916,1.781833889,2.100523581,-1.482810997
GCSAML,0.943651323,3.934591984,0.20450385,1.885753958,0.624456552,0.339000522
SIGLEC11,2.040639981,1.666874729,4.982537314,0.17033531,1.620835049,2.841639067
SIGLEC11,0.554971882,0.504172897,2.164129773,0.578774514,0.607181154,1.325846898
IL23R,0.248109737,2.021479727,3.599293987,2.51289687,2.637104762,-0.461980406
MAGEB18,0.000879776,2.73779058,0.25945931,0.154323965,1.980431173,0.022985598
CD276,2.731889207,1.179733966,3.638490942,0.653316881,0.41283571,1.518686199
IFNL2,4.702446996,4.360406419,5.524900532,2.831887372,2.340938204,3.73020518
IFNL1,4.056635548,5.225463893,4.896988658,2.588224111,2.763844955,-0.364264179
C4orf36,-0.640067332,3.423430264,0.741065673,-0.197575143,0.842463994,-1.297803484
FIGNL1,4.965045436,4.283632908,2.307574245,5.091416344,4.759672512,5.046853347
RIMS1,0.898525691,3.626170432,0.661393898,-1.100799616,-0.82905201,1.335791931
PITPNM2,4.276987902,2.358612875,4.51587642,3.5160782,0.898765584,4.011146731
PITPNM2,3.038497639,4.901996376,4.875362329,3.974685321,3.678849398,2.695414838
PCDH10,1.021287829,3.874059203,4.754769944,2.017686783,0.051956719,3.01294226
TAB3,0.73954571,3.167504053,2.526619736,4.06890293,3.800278696,2.902476899
TAB3,3.641014168,1.657091174,0.177675463,4.389594344,3.774597323,3.628820246
GRK7,-0.039307408,0.040934501,0.008601623,-0.012936768,-1.661601829,0.553134373
MMEL1,4.764468243,5.382352537,5.545517456,4.563408322,5.140639614,4.904792354
PDE8A,1.533927091,2.312702925,2.235285914,2.515578741,0.753245101,0.023581829
NLRP6,3.448953796,3.666506655,4.959913861,-0.49640702,0.11195274,-0.83505672
AKNAD1,0.434177169,0.75051218,4.642718898,0.301704696,2.260396071,0.230043115
ZCCHC5,2.863902779,4.342483633,3.774375932,2.482719235,3.151930236,4.411358448
ATRIP /// TREX1,4.722635422,3.993629079,4.975433008,5.501040996,5.21364279,5.719684517
ZIC5,1.77872163,3.703565867,2.864576424,3.043447751,-0.28952922,1.418227736
ANGPT1,-1.080734676,3.580000725,2.674117112,1.791805738,2.085479045,3.168605133
TEDDM1,3.595921323,1.661808875,5.180728706,2.604899212,3.247948774,2.700406425
LOC149373,4.755453782,4.134697378,4.859790691,3.974666968,3.073571767,4.236393119
GABRG1,-2.785696113,3.410707431,0.149636576,1.606717001,0.761566125,2.293805993
PANX2,3.186239061,2.87696086,3.959260115,2.999563519,1.665715658,2.253962045
ZNF114,2.740260551,4.794852508,4.557704163,4.701366075,3.969159702,3.737243286
ZNF114,4.489594313,5.292619805,4.536083992,4.293907495,3.508631478,2.280344671
CCDC27,3.278847132,1.162577432,2.595907005,1.412559347,2.359026319,0.390953775
C15orf26,3.164805583,0.400876705,1.88660087,0.343885325,1.813602671,2.448406757
LOC100652931 /// RBMY2FP,-0.130357549,4.700678298,3.887193803,2.686973318,2.658085777,3.844365565
NEUROD2,4.94542979,5.494002713,5.219962268,5.1287718,3.633349831,4.986720376
C5orf17,3.528008633,4.37534532,4.23742605,2.34101224,-0.20782931,1.972229447
LINC00208,2.987633749,5.882970675,4.027569881,4.018037675,4.246415688,4.207541503
DNAH6,0.948937188,3.050661891,1.394283644,-1.186383375,0.807725853,2.371937956
LRRC15,3.157111638,3.678376192,2.618992701,3.626392409,0.424642657,0.720908822
,4.259468349,4.039006755,2.382044671,3.334868568,2.780967247,2.766900417
TTC40,1.311904131,0.177101362,1.904318383,0.292652195,0.818474299,1.214970275
B3GNT7,4.875976602,4.922040818,4.717084145,3.119885677,1.298347458,3.538960233
ZNF645,4.340740281,4.850419401,4.890461285,4.049552358,4.035940564,3.736929526
ZMYM6,0.053931527,-0.420871998,0.267727545,0.475105641,2.886671098,3.315754597
ZMYM6,1.519743173,2.54459419,3.814611944,4.5652133,4.188606647,3.950580391
SGCZ,1.224392259,1.390045795,0.225423018,2.303894698,-0.825210107,1.492899152
LOC100507431,1.692065586,0.579798038,-1.86620503,-0.054874774,1.987855637,1.200837023
WNT9B,2.271628858,2.81637238,3.012422073,0.460658699,2.905734053,1.786813795
,0.155749233,-1.567998433,1.290595441,-0.313043261,2.092863674,-1.49812168
,0.958850097,1.97805648,4.078268247,1.389451171,1.509528637,-1.336558825
,4.446276083,3.433506993,3.295418881,1.634309813,3.443235322,4.172951484
CNPY3,3.095900797,2.23434803,3.454676011,3.742340429,3.63431446,3.270667973
SCAMP1,4.492051854,4.428631516,4.36418019,5.325328844,5.325328844,5.210119971
LINC00471,-0.361407118,0.62566326,0.666820205,-0.02406172,2.011688844,-0.382233235
HAS3,4.004411502,2.636473818,3.996180824,1.56303607,-0.197978883,1.644530059
FGF4,1.962182519,2.524291901,4.559840514,-0.097207086,-0.279427334,1.481598611
SLC30A8,4.16998912,5.485980613,5.376505716,1.919641367,3.602658784,3.278401135
LOC142937,0.680288345,1.719126476,2.583779005,-0.243016023,0.506083953,0.427885031
LOC439933,-2.533776969,2.493944449,4.096379936,1.580849772,0.215442528,-1.771381993
C11orf65,3.197145122,3.548313312,4.289635306,0.970456122,2.897811581,2.994279207
FAM71E2,0.700226627,1.613027093,1.563529131,-0.041782412,0.317581928,-0.601111182
OR5P2,2.930591642,1.750199149,0.608733558,0.464908696,3.185100604,3.406468643
DYDC1,0.834136774,0.734221866,1.56051443,0.02414944,-1.206332137,-0.697623623
IL27,1.461387112,2.971881944,2.919582259,0.482827636,0.308489026,2.452569079
IQCF1,4.799683124,5.322068751,4.256504983,4.029885718,3.773321222,4.146500453
DEFB125,0.554333441,0.266372784,1.884308767,2.519956991,-0.575929272,0.23353225
WFDC10B,0.891730247,0.748529931,3.391905165,3.345680231,4.079079386,4.844656811
DEFB105A /// DEFB105B,-0.754669852,3.528058658,0.162996278,2.674718253,-1.158980139,2.177608496
PKHD1,3.379315979,0.201282554,4.929511709,3.915597384,1.979235167,3.643278996
PKD1L1,2.166352316,4.108290261,4.15233758,1.117987541,2.110219568,-0.100230395
GPR112,0.68892334,2.035645022,0.780352098,-0.58740055,-0.277401079,3.693743414
TENM1,1.335071587,1.361964822,2.253726109,0.563070248,2.074039534,3.206168082
REXO1L1P,0.215243704,1.062909175,1.833699721,0.224447827,-0.281800162,0.104819714
TAF1L,0.132813708,3.187541319,3.206799487,1.363316881,-1.697130008,-0.430092881
CNTNAP5,5.018616372,4.742351209,5.379149597,2.258871641,3.056821068,3.610546526
RECQL4,5.142503297,4.800423667,3.928294514,5.615275034,6.98458935,7.084340698
GPR113,4.856935906,5.201645622,5.592998133,3.982920583,1.349682319,3.757759345
TMC2,4.359479002,4.208470439,5.963807015,3.912946803,3.913942538,4.487666418
SMCR5,1.238609568,4.168962884,1.943538807,3.123343391,1.666770224,1.428490826
BICD2,4.180752571,4.124443943,5.845570338,0.782215634,0.543416694,2.527753477
ZIM3,-0.126126969,-0.135598693,3.486534186,0.903300554,1.216926632,-1.500597479
NOX5,4.879431314,5.074976325,5.999233365,1.522497733,0.943366265,1.866824914
DAOA-AS1,1.344493344,0.149779631,-0.782771766,-1.083954509,0.452584893,0.059216817
GPR126,1.480373708,0.904788501,2.084176546,0.129678673,2.429259765,0.970588645
KLHL4,2.424363171,2.753974575,5.234788697,5.961889526,4.910171398,4.241710549
GPR156,3.11488004,0.538508366,3.50021568,1.327560907,0.442513608,2.526221589
SUOX,4.762699613,5.966912608,2.479939315,4.572622927,0.803756065,4.520441107
GPR115,1.936598367,4.763544364,4.03496399,1.072544889,2.112973635,3.048405351
IL31RA,2.439551333,0.700199989,-0.864234002,2.975578831,3.14948863,2.694944806
SYTL5,1.685195629,3.661076884,4.493410366,1.97047821,-0.411903525,0.88390229
SDCCAG8,3.408059648,3.971874589,4.014230302,3.436641592,3.428263013,2.838189387
GPR111,1.71840766,0.976517613,1.945338015,-0.288261948,-1.763479217,0.002032767
SYN2,3.138627732,4.271253845,4.363913965,3.325616675,-1.791003378,3.250502323
ASB10,3.399745323,2.734096107,4.299230002,1.46664278,2.129958864,2.521608605
HTR3C,2.240063935,2.913791307,3.011690633,3.314818316,0.783959467,0.967603933
NFKBID,4.503692193,1.42592652,5.211027773,0.173728698,3.253101297,1.824995897
